NOME,ANO,PONTO_VIRADA,FASE,TURMA,PEDRA,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,IDADE
ALUNO-1318,2020,0,8,A,Ágata,7.26,8.75,0.0,7.5,9.7,0.0,0.0,10.0,20.0
ALUNO-1319,2020,0,1,J,Ametista,7.9,6.42,9.2,6.88,10.0,7.29,7.5,5.0,10.0
ALUNO-1323,2020,0,1,N,Ametista,8.05,9.0,9.1,4.38,10.0,7.92,8.0,5.0,10.0
ALUNO-1324,2020,0,1,K,Ametista,8.0,9.0,7.9,7.5,10.0,7.71,7.5,5.0,10.0
ALUNO-1325,2020,0,2,M,Quartzo,5.32,6.92,8.3,5.0,0.0,6.56,6.58,5.0,13.0
ALUNO-1328,2020,1,2,G,Ametista,7.29,9.5,8.7,7.5,1.5,8.12,8.67,10.0,10.0
ALUNO-1336,2020,0,3,R,Quartzo,5.58,8.33,4.0,7.5,3.67,8.12,5.78,5.0,14.0
ALUNO-1338,2020,1,1,D,Ametista,8.33,9.5,8.1,7.5,9.5,8.12,9.0,5.0,10.0
ALUNO-1339,2020,0,3,E,Ametista,7.92,10.0,10.0,7.5,7.67,7.5,6.94,5.0,14.0
ALUNO-1341,2020,1,7,B,Ametista,8.43,8.75,8.9,6.88,7.17,8.12,9.21,10.0,17.0
ALUNO-1343,2020,0,2,M,Quartzo,5.84,8.0,8.0,5.0,0.0,6.25,6.58,10.0,11.0
ALUNO-1344,2020,0,1,R,Ágata,6.45,8.0,7.4,5.62,6.0,6.46,7.56,2.5,14.0
ALUNO-1347,2020,0,7,B,Ágata,7.16,9.17,8.1,6.88,4.67,7.34,6.33,10.0,17.0
ALUNO-1348,2020,1,3,R,Ametista,7.84,7.92,7.1,6.88,6.33,8.54,9.11,10.0,13.0
ALUNO-1,2021,0,2,G,Ametista,7.32,7.5,6.3,6.9,8.8,7.7,8.1,5.0,11.0
ALUNO-3,2021,0,3,F,Ametista,7.02,7.1,6.9,6.3,5.6,7.3,7.2,10.0,12.0
ALUNO-5,2021,0,2,L,Ametista,7.4,7.4,7.5,7.5,5.4,8.5,7.4,10.0,10.0
ALUNO-8,2021,0,5,L,Topázio,8.27,8.8,8.6,7.5,7.1,8.0,8.5,10.0,14.0
ALUNO-11,2021,1,1,A,Topázio,8.99,9.0,10.0,6.3,8.8,7.7,9.7,10.0,8.0
ALUNO-13,2021,0,0,T,Quartzo,3.41,8.0,0.0,7.5,0.8,0.0,6.0,5.0,
ALUNO-17,2021,0,1,G,Ágata,6.14,9.5,4.2,7.5,2.6,8.4,8.8,5.0,13.0
ALUNO-18,2021,0,4,F,Ágata,5.67,10.0,3.3,6.3,5.3,7.7,5.2,5.0,14.0
ALUNO-19,2021,0,2,C,Ágata,6.75,9.0,6.3,7.5,4.6,7.7,8.3,5.0,
ALUNO-28,2021,1,4,G,Topázio,9.08,8.3,9.2,7.5,8.8,9.4,9.9,10.0,13.0
ALUNO-29,2021,0,3,D,Ágata,6.34,9.6,5.3,7.5,3.8,7.5,7.9,5.0,
ALUNO-34,2021,0,2,C,Ágata,6.13,6.9,2.9,7.5,5.5,7.7,8.7,5.0,12.0
ALUNO-35,2021,1,7,A,Topázio,8.42,9.2,9.4,7.5,8.2,8.4,9.4,5.0,18.0
ALUNO-36,2021,0,3,C,Ágata,6.25,8.3,6.4,3.8,4.7,7.3,7.9,5.0,14.0
ALUNO-37,2021,0,2,N,Ágata,6.15,0.0,5.4,6.9,6.5,7.5,6.7,10.0,10.0
ALUNO-38,2021,0,3,L,Ágata,6.85,3.8,6.9,7.5,5.1,7.5,7.8,10.0,
ALUNO-40,2021,0,5,B,Ametista,7.33,9.2,7.8,7.5,6.0,8.3,8.0,5.0,
ALUNO-41,2021,0,2,C,Ágata,6.1,0.0,5.0,7.5,6.8,7.5,8.8,5.0,11.0
ALUNO-42,2021,0,0,J,Ágata,6.8,10.0,6.7,7.5,4.0,7.2,6.0,10.0,
ALUNO-46,2021,0,0,P,Topázio,8.47,8.5,10.0,7.5,6.9,8.1,8.4,10.0,8.0
ALUNO-47,2021,0,1,A,Ágata,6.06,8.5,6.3,7.5,4.0,7.5,5.8,5.0,
ALUNO-51,2021,0,1,F,Ametista,8.05,9.0,9.2,7.5,5.4,7.7,8.6,10.0,8.0
ALUNO-54,2021,0,3,B,Ágata,6.39,7.5,5.8,7.5,4.1,7.3,5.8,10.0,
ALUNO-55,2021,1,7,A,Ametista,8.22,9.6,8.9,8.1,7.6,8.1,9.2,5.0,17.0
ALUNO-56,2021,0,6,A,Ágata,6.78,8.8,7.5,5.6,5.5,7.8,7.2,5.0,
ALUNO-57,2021,0,7,A,Ametista,7.21,8.3,6.9,6.3,6.0,7.7,7.0,10.0,16.0
ALUNO-60,2021,0,6,C,Ametista,6.96,7.9,7.5,6.9,6.1,7.2,7.7,5.0,17.0
ALUNO-61,2021,0,1,M,Quartzo,3.02,0.0,1.3,5.6,0.0,6.9,5.1,5.0,10.0
ALUNO-62,2021,0,2,L,Ágata,5.7,8.5,4.6,7.5,3.1,8.1,6.2,5.0,12.0
ALUNO-65,2021,1,0,R,Topázio,8.44,10.0,10.0,7.5,6.9,8.1,10.0,5.0,
ALUNO-66,2021,0,2,E,Ágata,6.88,8.0,6.3,7.5,5.9,8.5,7.7,5.0,
ALUNO-67,2021,0,1,J,Quartzo,4.94,7.4,3.3,7.5,1.1,8.3,6.1,5.0,
ALUNO-75,2021,1,4,L,Topázio,9.11,10.0,9.2,7.5,8.5,8.8,9.7,10.0,11.0
ALUNO-76,2021,1,1,B,Topázio,8.87,10.0,10.0,7.5,7.6,7.5,9.2,10.0,7.0
ALUNO-77,2021,0,0,J,Ametista,7.85,9.5,10.0,7.5,6.4,7.5,8.1,5.0,
ALUNO-78,2021,0,1,B,Ágata,6.34,8.9,9.2,7.5,2.6,7.3,5.6,5.0,10.0
ALUNO-81,2021,0,5,L,Ágata,6.19,6.3,5.8,2.5,6.5,8.1,7.7,5.0,15.0
ALUNO-83,2021,0,5,B,Ágata,5.99,6.7,6.4,3.8,3.0,7.3,6.7,10.0,14.0
ALUNO-84,2021,0,1,A,Ametista,7.87,3.5,10.0,7.5,6.8,7.5,8.3,10.0,8.0
ALUNO-85,2021,0,0,P,Ágata,6.65,9.5,6.7,6.3,6.9,4.7,7.0,5.0,9.0
ALUNO-87,2021,0,5,L,Ametista,8.0,7.9,7.8,7.5,7.8,8.1,7.7,10.0,14.0
ALUNO-88,2021,1,2,D,Ametista,8.1,9.5,9.6,6.3,7.4,8.1,9.1,5.0,11.0
ALUNO-90,2021,0,4,L,Ágata,5.99,7.1,5.0,7.5,4.6,7.2,7.0,5.0,14.0
ALUNO-91,2021,0,2,H,Quartzo,4.2,9.5,0.0,7.5,2.2,5.6,2.5,10.0,10.0
ALUNO-93,2021,0,0,L,Ágata,6.25,8.0,4.2,7.5,5.1,6.6,5.9,10.0,
ALUNO-94,2021,0,4,F,Ágata,5.92,7.5,3.6,7.5,4.6,7.3,5.2,10.0,12.0
ALUNO-95,2021,0,4,F,Quartzo,4.96,8.3,5.6,7.5,1.3,6.9,4.1,5.0,15.0
ALUNO-97,2021,0,2,D,Ágata,6.32,8.0,5.8,7.5,5.8,7.5,6.0,5.0,12.0
ALUNO-98,2021,0,3,D,Ametista,6.95,9.2,6.4,7.5,6.3,7.5,7.5,5.0,
ALUNO-100,2021,0,1,M,Quartzo,3.12,8.5,0.0,3.8,0.0,6.3,3.8,5.0,12.0
ALUNO-102,2021,0,1,J,Ágata,6.7,6.3,7.5,7.5,4.8,7.9,7.8,5.0,9.0
ALUNO-103,2021,0,1,F,Ametista,8.08,9.5,8.8,6.3,6.2,7.9,8.6,10.0,8.0
ALUNO-104,2021,0,0,J,Ametista,8.01,9.0,10.0,7.5,6.4,7.2,6.8,10.0,
ALUNO-105,2021,0,4,E,Quartzo,4.96,10.0,1.1,7.5,2.8,6.7,3.7,10.0,13.0
ALUNO-106,2021,1,1,N,Ametista,8.24,10.0,7.9,7.5,7.9,8.3,10.0,5.0,10.0
ALUNO-109,2021,0,6,A,Ametista,7.36,7.5,6.7,7.5,7.8,8.4,8.2,5.0,
ALUNO-111,2021,0,4,L,Ametista,7.22,8.3,8.1,7.5,6.0,8.4,7.4,5.0,14.0
ALUNO-112,2021,0,4,F,Ágata,6.1,9.2,3.1,6.9,6.2,7.7,6.9,5.0,14.0
ALUNO-113,2021,0,2,K,Ágata,6.66,9.5,7.1,7.5,4.6,8.1,6.6,5.0,11.0
ALUNO-117,2021,0,2,N,Ametista,7.77,8.5,7.1,7.5,7.1,8.3,7.6,10.0,10.0
ALUNO-118,2021,0,1,B,Topázio,8.3,8.5,9.6,7.5,6.9,7.5,8.2,10.0,8.0
ALUNO-120,2021,0,1,A,Ametista,7.1,8.5,8.3,7.5,6.1,7.5,6.8,5.0,9.0
ALUNO-124,2021,1,0,T,Topázio,8.28,9.0,8.3,7.5,6.1,8.1,9.7,10.0,
ALUNO-125,2021,0,2,P,Ágata,6.46,6.3,4.6,7.5,4.6,7.9,7.2,10.0,10.0
ALUNO-126,2021,0,0,P,Ágata,6.07,9.0,4.2,7.5,4.5,7.2,7.3,5.0,
ALUNO-127,2021,0,1,A,Ametista,6.91,10.0,7.1,7.5,5.6,7.5,6.9,5.0,
ALUNO-128,2021,0,0,I,Quartzo,5.23,7.9,6.7,4.4,4.0,2.5,5.6,5.0,9.0
ALUNO-129,2021,0,2,H,Ágata,5.82,7.4,4.2,7.5,4.6,7.2,4.3,10.0,
ALUNO-133,2021,0,1,F,Ametista,7.99,9.5,9.6,7.5,7.1,7.7,8.4,5.0,10.0
ALUNO-135,2021,0,1,A,Ágata,5.79,9.5,4.2,6.3,3.6,6.9,7.3,5.0,9.0
ALUNO-137,2021,0,0,R,Ágata,6.01,8.0,5.8,7.5,5.3,5.0,6.2,5.0,
ALUNO-143,2021,0,3,H,Ágata,6.28,7.9,4.4,6.3,4.3,7.5,6.8,10.0,
ALUNO-149,2021,1,7,A,Topázio,8.36,8.8,8.1,6.9,7.4,8.3,9.4,10.0,16.0
ALUNO-151,2021,1,2,J,Topázio,9.0,9.5,9.6,8.1,9.1,10.0,10.0,5.0,11.0
ALUNO-152,2021,1,3,B,Topázio,8.67,8.8,8.3,7.5,8.0,8.3,9.8,10.0,11.0
ALUNO-153,2021,1,4,F,Topázio,8.36,10.0,7.5,7.5,7.5,8.0,9.0,10.0,13.0
ALUNO-154,2021,0,1,N,Quartzo,5.16,9.5,2.9,7.5,1.5,8.1,6.3,5.0,10.0
ALUNO-155,2021,0,6,C,Quartzo,5.08,7.1,5.3,0.0,3.4,8.1,6.6,5.0,
ALUNO-156,2021,0,3,J,Ametista,7.98,7.5,7.8,6.3,7.3,8.3,8.8,10.0,12.0
ALUNO-158,2021,0,4,F,Ágata,6.06,8.3,6.1,6.9,4.5,6.9,6.1,5.0,14.0
ALUNO-159,2021,1,0,O,Ametista,8.03,9.0,10.0,7.5,6.1,8.1,9.3,5.0,
ALUNO-162,2021,0,1,B,Ametista,7.53,8.5,10.0,7.5,6.6,7.5,6.8,5.0,10.0
ALUNO-164,2021,0,2,C,Ametista,7.12,9.5,5.8,7.5,5.9,7.5,6.7,10.0,10.0
ALUNO-165,2021,0,1,R,Ametista,7.58,10.0,7.5,7.5,7.3,8.3,7.7,5.0,11.0
ALUNO-167,2021,0,1,A,Ametista,7.64,10.0,9.2,7.5,5.8,7.5,8.3,5.0,
ALUNO-168,2021,0,2,R,Quartzo,3.52,0.0,1.7,5.6,2.5,7.5,4.4,5.0,11.0
ALUNO-169,2021,0,0,I,Ametista,6.9,8.5,10.0,4.4,6.1,5.3,6.8,5.0,8.0
ALUNO-171,2021,1,3,A,Ametista,8.04,8.8,8.9,7.5,7.5,8.3,9.0,5.0,
ALUNO-173,2021,0,5,F,Ágata,6.53,9.6,6.7,5.0,4.9,7.7,7.5,5.0,16.0
ALUNO-176,2021,0,2,I,Ágata,5.67,7.5,6.3,5.0,4.3,6.7,5.7,5.0,
ALUNO-177,2021,0,0,L,Ametista,7.2,9.0,8.3,7.5,4.6,6.9,6.3,10.0,
ALUNO-184,2021,0,2,I,Ametista,7.9,8.5,9.2,7.5,5.6,7.5,8.0,10.0,9.0
ALUNO-185,2021,0,0,M,Ametista,7.91,8.0,10.0,7.5,5.4,7.2,7.8,10.0,
ALUNO-188,2021,0,3,C,Ágata,6.43,7.1,5.8,7.5,4.7,8.1,7.8,5.0,13.0
ALUNO-193,2021,1,3,F,Ametista,8.21,9.2,10.0,5.6,7.7,7.9,9.6,5.0,13.0
ALUNO-197,2021,0,3,G,Ametista,7.75,8.3,7.2,7.5,6.0,8.1,8.6,10.0,12.0
ALUNO-200,2021,0,4,F,Quartzo,4.79,7.5,1.7,6.9,3.3,6.7,3.5,10.0,13.0
ALUNO-201,2021,0,4,L,Ágata,5.64,5.8,5.6,0.0,6.4,8.3,6.7,5.0,14.0
ALUNO-206,2021,0,7,A,Quartzo,5.14,8.8,4.2,0.0,2.0,7.7,6.3,10.0,16.0
ALUNO-207,2021,0,3,H,Quartzo,5.5,8.3,3.9,6.9,5.3,7.5,4.4,5.0,
ALUNO-208,2021,0,2,D,Ágata,6.45,7.0,6.3,7.5,4.5,7.5,8.0,5.0,11.0
ALUNO-209,2021,1,1,N,Ametista,7.17,8.5,7.9,7.5,4.2,8.1,9.2,5.0,9.0
ALUNO-212,2021,0,0,M,Ágata,5.66,9.5,8.3,5.0,4.3,2.5,4.7,5.0,8.0
ALUNO-213,2021,0,3,C,Topázio,8.76,9.6,9.4,7.5,7.5,8.8,8.9,10.0,12.0
ALUNO-217,2021,0,1,G,Ametista,7.76,8.5,8.8,7.5,7.1,8.1,8.4,5.0,9.0
ALUNO-218,2021,1,0,T,Topázio,8.82,9.5,10.0,7.5,6.9,8.1,9.7,10.0,
ALUNO-219,2021,0,2,K,Quartzo,4.18,0.0,4.2,6.9,1.9,8.1,4.8,5.0,11.0
ALUNO-221,2021,0,3,A,Quartzo,4.44,9.2,2.8,7.5,1.8,5.8,3.9,5.0,
ALUNO-225,2021,0,5,B,Ametista,7.14,8.3,6.7,6.9,6.0,7.5,6.7,10.0,14.0
ALUNO-226,2021,0,2,G,Quartzo,4.62,0.0,4.2,5.6,4.3,7.1,5.8,5.0,11.0
ALUNO-229,2021,0,0,Q,Quartzo,5.05,8.5,0.0,7.5,4.0,6.9,7.3,5.0,10.0
ALUNO-231,2021,0,7,A,Ametista,7.7,9.2,8.6,6.9,5.4,8.0,7.5,10.0,16.0
ALUNO-232,2021,0,5,B,Ametista,7.33,8.3,7.2,7.5,6.7,8.3,8.2,5.0,
ALUNO-235,2021,0,3,B,Ametista,7.54,9.2,6.9,5.6,6.6,7.3,8.1,10.0,12.0
ALUNO-238,2021,0,2,H,Quartzo,3.66,8.5,1.3,4.4,2.1,5.0,3.5,5.0,13.0
ALUNO-240,2021,0,3,D,Ametista,7.63,8.8,6.1,7.5,6.9,7.3,8.4,10.0,
ALUNO-241,2021,0,2,I,Quartzo,2.86,7.9,0.4,5.6,0.0,4.1,2.6,5.0,11.0
ALUNO-242,2021,0,2,I,Ágata,5.83,8.5,5.4,7.5,2.9,7.1,6.8,5.0,11.0
ALUNO-243,2021,0,0,O,Ágata,6.35,8.5,5.0,7.5,3.2,7.5,6.8,10.0,
ALUNO-246,2021,0,1,R,Ametista,7.01,9.0,8.8,5.6,4.6,8.5,7.7,5.0,10.0
ALUNO-247,2021,1,0,T,Ametista,8.01,10.0,8.3,7.5,6.8,8.1,9.7,5.0,
ALUNO-249,2021,0,1,B,Ágata,6.03,8.5,7.9,7.5,2.1,7.5,5.8,5.0,
ALUNO-251,2021,0,2,N,Ametista,7.98,9.0,6.7,7.5,7.3,8.5,8.4,10.0,9.0
ALUNO-252,2021,0,0,M,Ametista,7.47,10.0,10.0,7.5,5.9,7.2,6.6,5.0,
ALUNO-258,2021,0,0,Q,Ágata,6.28,7.8,10.0,7.5,5.3,2.5,4.8,5.0,
ALUNO-260,2021,0,0,Q,Ágata,6.75,9.5,6.7,7.5,4.5,7.5,7.8,5.0,
ALUNO-261,2021,0,4,A,Ametista,6.9,9.2,7.8,7.5,5.9,8.4,7.0,2.5,16.0
ALUNO-262,2021,0,6,C,Ametista,7.9,9.2,6.9,7.5,7.7,7.8,7.7,10.0,15.0
ALUNO-263,2021,0,6,A,Ametista,7.69,7.9,7.8,7.5,6.5,8.0,7.5,10.0,15.0
ALUNO-266,2021,0,2,B,Ametista,7.89,9.0,8.3,6.3,6.8,7.5,8.0,10.0,9.0
ALUNO-267,2021,0,4,G,Ametista,8.01,9.2,8.9,6.3,8.2,8.3,8.6,5.0,14.0
ALUNO-271,2021,0,3,J,Ágata,6.43,9.6,5.0,7.5,4.3,7.7,5.5,10.0,
ALUNO-273,2021,0,1,R,Quartzo,4.12,9.5,2.1,7.5,0.0,6.3,4.4,5.0,14.0
ALUNO-274,2021,0,5,A,Ágata,6.88,7.1,7.8,7.5,6.1,7.7,6.9,5.0,16.0
ALUNO-275,2021,0,3,M,Ágata,5.82,8.8,5.8,6.3,3.4,6.9,6.4,5.0,13.0
ALUNO-277,2021,0,1,E,Ametista,8.18,9.5,10.0,7.5,7.8,8.5,7.8,5.0,12.0
ALUNO-282,2021,1,5,B,Topázio,8.54,9.2,9.7,7.5,8.8,8.8,9.0,5.0,
ALUNO-283,2021,1,5,A,Topázio,8.53,8.8,9.4,7.5,8.7,8.8,9.5,5.0,
ALUNO-288,2021,0,3,B,Ametista,8.09,8.3,7.5,7.5,7.7,7.3,8.7,10.0,12.0
ALUNO-293,2021,0,5,F,Quartzo,3.08,0.0,3.9,0.0,0.0,5.9,3.5,10.0,14.0
ALUNO-294,2021,1,0,K,Topázio,8.99,9.5,10.0,7.5,7.3,8.4,10.0,10.0,
ALUNO-295,2021,0,1,A,Ágata,6.77,9.0,7.1,7.5,6.9,7.5,5.3,5.0,9.0
ALUNO-296,2021,0,2,B,Ametista,7.22,9.5,7.9,7.5,3.6,7.3,7.4,10.0,10.0
ALUNO-297,2021,0,3,J,Quartzo,4.89,8.8,3.3,5.6,2.8,7.7,6.1,2.5,15.0
ALUNO-301,2021,0,2,J,Topázio,8.29,9.0,9.2,7.5,6.3,8.5,8.4,10.0,9.0
ALUNO-303,2021,0,0,M,Ametista,7.77,8.5,8.3,7.5,6.8,7.5,7.0,10.0,
ALUNO-305,2021,0,3,J,Ametista,7.32,7.9,7.8,5.6,7.5,7.5,8.3,5.0,13.0
ALUNO-310,2021,0,0,L,Ametista,7.17,9.0,8.3,7.5,4.6,6.6,6.3,10.0,
ALUNO-312,2021,0,2,J,Ametista,7.95,9.0,9.6,4.4,7.8,8.8,8.8,5.0,11.0
ALUNO-313,2021,0,0,P,Ametista,7.38,9.5,8.3,5.0,6.3,8.1,8.4,5.0,8.0
ALUNO-315,2021,1,5,A,Topázio,8.91,8.8,9.2,7.5,8.2,8.6,9.8,10.0,13.0
ALUNO-319,2021,0,2,B,Ametista,7.82,7.5,9.6,6.9,8.2,7.3,8.0,5.0,11.0
ALUNO-321,2021,0,7,A,Ametista,7.89,8.3,7.5,5.6,7.6,8.3,8.3,10.0,16.0
ALUNO-323,2021,0,1,B,Quartzo,4.98,7.4,7.1,4.4,3.3,3.8,4.3,5.0,11.0
ALUNO-324,2021,0,7,A,Topázio,8.25,8.3,8.1,6.9,7.9,8.3,8.6,10.0,16.0
ALUNO-331,2021,1,0,R,Topázio,8.92,9.0,10.0,7.5,7.3,8.4,9.8,10.0,
ALUNO-332,2021,1,1,G,Topázio,8.34,9.0,9.6,7.5,7.4,8.3,9.8,5.0,12.0
ALUNO-336,2021,0,0,I,Ametista,7.53,9.0,10.0,6.3,6.9,7.5,6.9,5.0,
ALUNO-337,2021,0,5,B,Ametista,7.66,7.5,8.1,7.5,7.3,8.8,8.5,5.0,14.0
ALUNO-339,2021,1,3,C,Ametista,7.68,8.8,8.1,7.5,6.2,8.5,9.2,5.0,14.0
ALUNO-340,2021,1,3,C,Ametista,7.8,8.8,8.1,7.5,7.0,8.3,9.1,5.0,14.0
ALUNO-342,2021,0,2,B,Ametista,7.39,8.5,6.7,7.5,7.6,7.5,8.4,5.0,11.0
ALUNO-343,2021,0,5,L,Ametista,7.07,8.3,8.1,6.9,6.0,8.0,7.2,5.0,16.0
ALUNO-345,2021,0,1,F,Ágata,6.76,9.5,5.0,7.5,4.2,7.7,7.3,10.0,8.0
ALUNO-346,2021,0,1,A,Quartzo,4.92,7.9,3.8,7.5,0.0,7.5,4.4,10.0,8.0
ALUNO-348,2021,0,1,F,Ametista,7.56,10.0,8.8,7.5,6.4,7.7,7.5,5.0,9.0
ALUNO-349,2021,0,1,C,Quartzo,4.41,8.0,3.3,7.5,0.4,6.9,4.6,5.0,10.0
ALUNO-352,2021,0,4,F,Ágata,5.78,7.5,3.6,7.5,3.5,7.2,5.7,10.0,
ALUNO-357,2021,0,3,M,Ágata,6.85,8.3,5.3,7.5,5.9,7.3,6.6,10.0,
ALUNO-359,2021,1,2,E,Ametista,7.33,8.0,5.0,7.5,8.0,8.5,9.1,5.0,10.0
ALUNO-363,2021,0,0,O,Ametista,8.23,10.0,8.3,7.5,6.5,7.8,8.7,10.0,
ALUNO-364,2021,0,2,A,Ágata,6.31,0.0,7.5,4.4,4.7,7.1,8.6,10.0,9.0
ALUNO-365,2021,0,6,C,Ametista,7.38,9.2,6.9,5.0,6.5,6.9,7.9,10.0,15.0
ALUNO-367,2021,0,4,F,Ágata,6.39,7.9,4.4,7.5,4.8,7.0,6.5,10.0,13.0
ALUNO-370,2021,0,3,G,Ametista,8.2,7.9,8.9,6.3,9.1,9.0,8.9,5.0,13.0
ALUNO-372,2021,0,2,E,Ágata,6.36,8.0,5.4,7.5,4.9,7.5,7.4,5.0,12.0
ALUNO-373,2021,0,4,L,Quartzo,4.71,9.2,4.4,5.6,1.5,7.2,4.2,5.0,14.0
ALUNO-374,2021,0,7,A,Topázio,8.28,9.6,9.4,7.5,6.4,8.1,7.9,10.0,
ALUNO-375,2021,0,2,B,Topázio,8.86,9.5,10.0,7.5,8.1,7.5,8.9,10.0,10.0
ALUNO-376,2021,0,4,A,Quartzo,5.22,8.8,5.8,0.0,3.9,7.7,5.7,5.0,
ALUNO-377,2021,0,3,G,Ametista,7.11,8.8,7.5,5.6,4.2,7.5,7.9,10.0,11.0
ALUNO-378,2021,0,6,C,Ametista,7.44,6.7,7.8,4.4,7.7,7.8,7.3,10.0,15.0
ALUNO-379,2021,0,4,E,Quartzo,4.15,10.0,2.8,5.0,1.7,5.6,3.5,5.0,14.0
ALUNO-381,2021,0,0,I,Ametista,7.05,9.5,8.3,6.3,6.1,7.8,6.6,5.0,9.0
ALUNO-383,2021,0,0,R,Ametista,6.92,9.5,5.8,7.5,6.3,7.2,7.8,5.0,10.0
ALUNO-384,2021,1,1,C,Ametista,7.42,8.5,9.2,8.8,3.6,8.1,9.1,5.0,
ALUNO-385,2021,0,3,M,Quartzo,5.43,8.8,3.9,7.5,2.6,7.3,6.4,5.0,14.0
ALUNO-387,2021,0,3,R,Ágata,6.19,7.9,5.8,5.0,6.6,7.3,5.9,5.0,13.0
ALUNO-388,2021,0,2,C,Ágata,6.01,9.5,3.8,7.5,3.8,7.5,7.7,5.0,12.0
ALUNO-389,2021,0,6,A,Ametista,8.2,8.3,8.6,6.3,9.0,9.4,8.9,5.0,16.0
ALUNO-393,2021,0,2,F,Ametista,7.26,9.0,6.7,7.5,7.4,8.1,7.4,5.0,11.0
ALUNO-394,2021,0,4,F,Ágata,6.05,7.1,5.3,6.9,5.2,7.2,6.7,5.0,15.0
ALUNO-396,2021,0,5,A,Ametista,7.59,7.9,8.1,7.5,7.2,7.7,8.7,5.0,15.0
ALUNO-397,2021,0,3,B,Quartzo,4.26,6.7,2.8,3.1,2.5,4.6,3.8,10.0,12.0
ALUNO-400,2021,0,1,C,Quartzo,3.73,0.0,3.3,5.6,1.2,7.3,5.2,5.0,10.0
ALUNO-403,2021,0,3,D,Ametista,7.88,9.2,7.2,7.5,6.4,7.9,8.5,10.0,
ALUNO-404,2021,0,4,G,Topázio,8.5,8.8,9.2,7.5,7.4,8.9,8.3,10.0,13.0
ALUNO-405,2021,0,0,S,Ametista,7.77,8.5,8.3,7.5,6.0,7.5,7.8,10.0,
ALUNO-406,2021,0,1,A,Ágata,6.87,9.0,8.3,6.9,6.4,7.5,5.4,5.0,10.0
ALUNO-407,2021,1,4,G,Topázio,8.47,8.3,8.9,7.5,6.6,9.2,9.4,10.0,13.0
ALUNO-408,2021,0,1,C,Topázio,8.7,9.0,9.2,8.8,7.2,8.8,8.9,10.0,8.0
ALUNO-416,2021,0,2,H,Ametista,7.35,9.0,8.8,4.4,6.9,7.3,8.2,5.0,13.0
ALUNO-421,2021,0,4,F,Ágata,6.62,9.2,5.8,7.5,5.8,7.7,6.9,5.0,15.0
ALUNO-422,2021,0,0,Q,Ametista,7.96,9.0,10.0,7.5,7.2,8.4,7.7,5.0,
ALUNO-423,2021,0,5,F,Quartzo,3.15,0.0,1.7,5.0,1.5,6.9,4.2,5.0,
ALUNO-424,2021,0,2,I,Ágata,5.99,9.0,5.0,7.5,4.5,7.3,6.1,5.0,12.0
ALUNO-425,2021,0,3,F,Ágata,6.64,9.2,6.4,7.5,5.5,7.1,6.9,5.0,13.0
ALUNO-432,2021,0,0,I,Quartzo,4.95,9.0,6.7,5.0,2.6,2.5,4.8,5.0,
ALUNO-435,2021,0,5,B,Quartzo,4.17,6.7,4.7,0.0,3.0,7.5,3.5,5.0,16.0
ALUNO-436,2021,0,2,J,Ametista,7.74,9.5,8.8,7.5,6.3,8.5,8.4,5.0,
ALUNO-437,2021,0,2,P,Ágata,6.48,8.5,5.0,7.5,4.0,7.7,6.6,10.0,9.0
ALUNO-438,2021,0,5,B,Ágata,5.76,9.2,5.3,7.5,2.8,7.5,6.1,5.0,
ALUNO-440,2021,0,5,B,Ametista,7.38,8.3,8.1,7.5,6.7,8.1,7.7,5.0,
ALUNO-441,2021,0,2,R,Ametista,7.57,9.0,7.9,6.3,7.8,8.1,8.0,5.0,11.0
ALUNO-442,2021,0,1,F,Quartzo,5.19,8.5,4.2,7.5,0.7,7.5,6.8,5.0,9.0
ALUNO-444,2021,0,1,J,Ágata,6.47,9.5,4.2,7.5,5.1,8.1,8.1,5.0,
ALUNO-447,2021,0,1,J,Ametista,7.69,9.5,9.6,5.0,6.4,7.9,8.7,5.0,10.0
ALUNO-448,2021,0,3,R,Ametista,7.85,9.2,7.8,7.5,6.3,7.5,8.1,10.0,11.0
ALUNO-449,2021,0,2,N,Ametista,7.65,8.5,7.5,7.5,4.9,8.5,8.6,10.0,9.0
ALUNO-450,2021,0,5,A,Ametista,7.2,7.1,7.5,7.5,6.3,8.1,8.3,5.0,15.0
ALUNO-451,2021,0,1,E,Ágata,5.67,8.5,5.0,7.5,1.0,8.3,7.7,5.0,9.0
ALUNO-452,2021,0,1,G,Ametista,7.12,7.0,8.8,7.5,4.8,8.1,8.3,5.0,
ALUNO-455,2021,0,2,F,Ametista,7.15,8.5,7.1,7.5,4.9,7.3,7.2,10.0,9.0
ALUNO-463,2021,0,4,G,Topázio,8.29,9.6,8.3,7.5,7.0,8.8,8.2,10.0,12.0
ALUNO-465,2021,0,0,S,Ametista,8.12,8.5,10.0,7.5,7.6,7.8,8.6,5.0,
ALUNO-468,2021,0,2,N,Ágata,6.58,7.0,6.3,7.5,3.6,7.7,7.0,10.0,10.0
ALUNO-469,2021,0,4,A,Ágata,6.76,6.3,6.7,7.5,6.4,7.3,5.2,10.0,12.0
ALUNO-474,2021,0,2,H,Ametista,7.21,9.0,7.5,7.5,4.6,7.1,7.2,10.0,10.0
